"subject","enhanced_speed","hrm_step_length","hrm_vertical_oscillation","stryd_leg_spring_stiffness","stryd_stance_time","analysis"
"S027",0.999534640218719,0.992205223663545,0.998196730847536,0.999185620382758,0.998836600546798,"a_two"
"S028",1,0.999100449775112,0.998440779610195,0.876461769115442,0.998620689655172,"a_two"
"S029",0.792338238729269,0.97138519037608,0.999182434010745,0.995561784629759,0.805419294557346,"a_two"
"S030",0.999699338544799,0.998496692723993,0.998196031268791,0.867558628983764,0.998797354179194,"a_two"
"S031",0.997501561524047,0.917301686445971,0.981698938163648,0.999188007495315,0.997189256714553,"a_two"
"S032",0.999541494727189,0.99900657190891,0.998395231545163,0.99900657190891,0.999159406999847,"a_two"
"S035",0.99957971420566,0.99887923788176,0.99943961894088,0.935135892406837,0.99957971420566,"a_two"
"S036",0.995876107747653,0.298675089935948,0.00315872598052119,0.999736772834957,0.998508379398087,"a_two"
"S037",0.999695632323847,0.997717242428854,0.999239080809618,0.99832597778116,0.997260690914625,"a_two"
"S038",0.994309559939302,0.99645928174001,0.999747091552858,0.999114820435003,0.833586241780475,"a_two"
"S039",1,0.999708850931677,0.999514751552795,0.999902950310559,0.999708850931677,"a_two"
"S041",0.999550662772411,0.996180633565491,0.996292967872388,0.997191642327567,0.996180633565491,"a_two"
"S042",0.998908807482463,0.998285268901013,0.900701480904131,0.998129384255651,0.997194076383476,"a_two"
"S043",0.999168152109329,0.998573975044563,0.99845513963161,0.998217468805704,0.99845513963161,"a_two"
"S044",0.999859530832982,0.999719061665964,0.788453434471134,0.999086950414384,0.998454839162804,"a_two"
"S045",0.999887273137189,1,1,0.23537368955022,0.999774546274377,"a_two"
"S046",0.999099606077659,0.998874507597074,0.986944288126055,0.998987056837366,0.99741136747327,"a_two"
"S047",0.999666332999666,0.996663329996663,0.992992992992993,0.99877655433211,0.995773551329107,"a_two"
"S048",0.999334790458995,0.998289461180272,0.994963413475245,0.998099401311413,0.99705407203269,"a_two"
"S049",0.99748448767399,0.999329196713064,0.995304376991447,0.998490692604394,0.979372798926715,"a_two"
"S050",0.993670886075949,0.990657022302592,0.990657022302592,0.993670886075949,0.982620052240305,"a_two"
"S051",0.886116655577733,0.816145486804169,0.999445553337769,0.997782213351076,0.933466400532269,"a_two"
"S052",0.999659603438005,0.999234107735512,0.999063909454515,0.210535273593737,1,"a_two"
"S053",0.997502705402481,0.99350703404645,0.994505951885457,0.997752434862233,0.995088653958212,"a_two"
"S054",0.92844748392365,0.995917117484944,0.996733693987956,0.999183423496989,0.825762988670001,"a_two"
"S056",0.992445703493862,0.900220333648096,0.987409505823104,0.999685237645578,0.983632357570035,"a_two"
"S057",0.995205554943238,0.997575223189684,0.998126308828392,0.998181417392263,0.976468643227158,"a_two"
"S058",1,1,1,0.998934469898775,0.998401704848162,"a_two"
"S059",0.999933774834437,1,0.999006622516556,0.999801324503311,0.999205298013245,"a_two"
"S060",0.997533585222502,0.991236356003359,0.947155751469353,0.0486460957178841,0.988979848866499,"a_two"
"M000",0.829562008351947,0.853258230552588,0.999902884335243,0.998931727687676,0.804991745168496,"a_two_flat"
"S002v2",0.999626168224299,0.998317757009346,1,0.999065420560748,0.998130841121495,"a_two_flat"
"S003",0.986411099985696,0.998068945787441,0.760191675010728,0.998927192104134,0.992776426834502,"a_two_flat"
"S006",0.99804151978065,0.99686643164904,0.99882491186839,0.00538582060321191,0.996768507638073,"a_two_flat"
"S009",0.969452449567723,0.958885686839577,0.996733909702209,0.999039385206532,0.97521613832853,"a_two_flat"
"S010",0.964561163721566,0.996973542907351,0.99931660646295,0.9990237235185,0.99931660646295,"a_two_flat"
"S013",0.998014231342049,0.996442164487837,0.712559986761542,0.997517789177561,0.989657454906503,"a_two_flat"
"S014",0.90531914893617,0.871276595744681,0.998936170212766,1,0.895035460992908,"a_two_flat"
"S015",0.999640976543801,0.98767352800383,0.999760651029201,0.92520344662518,0.972714217328866,"a_two_flat"
"S016",0.999684110771823,0.998209961040329,0.828577445509108,0.997999368221544,0.998736443087291,"a_two_flat"
"S017",0.998808530918623,0.997259621112832,0.995829858215179,0.674371500059573,0.994400095317526,"a_two_flat"
"S018",0.998998664886515,0.999666221628838,0.488484646194927,0.998998664886515,0.997663551401869,"a_two_flat"
"S019",1,1,0.927533918595371,0.999680766161213,0.999122106943336,"a_two_flat"
"S020",0.999896747547754,0.999896747547754,0.997418688693857,0.999586990191017,0.997315436241611,"a_two_flat"
"S021",0.999673735725938,0.999347471451876,0.998694942903752,0.999836867862969,0.996900489396411,"a_two_flat"
"S022",1,0.98230322239831,1,0.999471737982039,0.996830427892235,"a_two_flat"
"S023",0.998381549666195,0.997572324499292,0.997572324499292,0.998786162249646,0.997572324499292,"a_two_flat"
"S025",0.997256097560976,0.994512195121951,0.0176829268292683,0.998475609756098,0.994512195121951,"a_two_flat"
"S026",0.974920697858842,0.894131641554322,1,0.997918318794607,0.834456780333069,"a_two_flat"
"S027",0.999631980863005,0.996503818198546,0.998343913883522,0.999171956941761,0.998987947373263,"a_two_flat"
"S028",1,0.998967830724239,0.998537760192672,0.889213831068295,0.998365731980045,"a_two_flat"
"S029",0.787899982514426,0.972197936702221,0.999300577023955,0.99562860639972,0.793320510578773,"a_two_flat"
"S030",1,0.999147121535181,0.998933901918977,0.880597014925373,0.999147121535181,"a_two_flat"
"S031",0.997572815533981,0.908070388349515,0.98412216828479,0.998887540453074,0.99706715210356,"a_two_flat"
"S032",0.999712119758181,0.999328279435755,0.999232319355148,0.998848479032722,0.999136359274542,"a_two_flat"
"S035",1,0.999515738498789,1,0.941162227602906,1,"a_two_flat"
"S036",0.997605970990001,0.271933530488664,0.000985776651175891,0.999718349528235,0.999295873820589,"a_two_flat"
"S037",1,0.999534991862358,0.999767495931179,0.998837479655894,0.99813996744943,"a_two_flat"
"S038",0.996143132633383,0.998500107135205,1,0.999142918362974,0.893079065781016,"a_two_flat"
"S039",1,1,0.999756067813148,0.999878033906574,0.999634101719722,"a_two_flat"
"S041",0.999411187438665,0.99450441609421,0.998429833169774,0.996859666339549,0.996467124631992,"a_two_flat"
"S042",0.999433267214508,0.998299801643525,0.921790875602154,0.997733068858033,0.997166336072542,"a_two_flat"
"S043",0.999542682926829,0.998628048780488,0.998323170731707,0.998475609756098,0.998780487804878,"a_two_flat"
"S044",1,0.999669312169312,0.770502645502645,0.99944885361552,0.998897707231041,"a_two_flat"
"S045",1,1,1,0.251880327594852,0.999832859769346,"a_two_flat"
"S046",0.999120750293083,0.998534583821805,0.987690504103165,0.999413833528722,0.99736225087925,"a_two_flat"
"S047",0.999852224028373,0.998374464312103,0.992611201418649,0.998817792226984,0.995862272794444,"a_two_flat"
"S048",0.999837239583333,0.9990234375,0.996744791666667,0.998209635416667,0.996744791666667,"a_two_flat"
"S049",0.998285714285714,0.999428571428571,0.996571428571429,0.998285714285714,0.978571428571429,"a_two_flat"
"S050",0.994115669132482,0.99058507061197,0.994620040349697,0.994283792871553,0.984028244788164,"a_two_flat"
"S051",0.918441323062981,0.837637819060565,0.99984896541308,0.998036550370035,0.954387554750038,"a_two_flat"
"S052",0.999634057087094,0.998902171261283,0.999390095145157,0.200048792388387,1,"a_two_flat"
"S053",0.999050783103939,0.996440436639772,0.99359278595159,0.998813478879924,0.998813478879924,"a_two_flat"
"S054",0.924786324786325,0.996410256410256,0.997264957264957,0.999145299145299,0.837094017094017,"a_two_flat"
"S056",0.994562262098967,0.909733550842849,0.99021207177814,1,0.986405655247417,"a_two_flat"
"S057",0.995717884130982,0.997732997481108,0.998488664987406,0.997900923593619,0.983291351805206,"a_two_flat"
"S058",1,1,1,0.999131190269331,0.997393570807993,"a_two_flat"
"S059",1,1,0.99976027807743,0.99976027807743,0.998681529425866,"a_two_flat"
"S060",0.997448803695787,0.992277459835896,0.946493828862994,0.0435082396745501,0.988691994759705,"a_two_flat"
"V01",0.997753530166881,0.997325631151048,0.998502353444587,0.997646555412923,0.992297817715019,"a_three"
"V02",0.9949439873104,0.994745712302964,0.999008624962823,0.970853573907009,0.993357787250917,"a_three"
"V03",0.996195652173913,0.997826086956522,0.976902173913043,0.991847826086957,0.991576086956522,"a_three"
"V04",0.962118491921005,0.975942549371634,0.985457809694794,0.390305206463196,0.958168761220826,"a_three"
"V05",0.970989974937343,0.98796992481203,0.998245614035088,0.99874686716792,0.949436090225564,"a_three"
"V06",0.999835078749897,0.997196338748248,0.998185866248866,0.00321596437700998,0.997773563123608,"a_three"
"V07",0.999914965986395,0.999829931972789,1,0.999659863945578,0.999489795918367,"a_three"
"V08",0.999579890771601,0.999019745133735,1,0.998599635905335,0.998599635905335,"a_three"
"V09",0.994786444756367,0.994986966111891,0.997593743733708,0.999197914577903,0.990575496290355,"a_three"
"V10",0.999347400478573,0.995431803350011,0.995866869697629,0.992821405264303,0.995866869697629,"a_three"
"V11",0.99822852081488,0.998966637142014,0.998302332447594,0.990478299379982,0.823664009447889,"a_three"
"V12",1,0.99934296977661,0.995254781719959,0.471090670170828,0.998831946269528,"a_three"
"V15",0.31324488419159,0.0550933213402294,0.971891162581516,0.99970017240087,0.967243834794993,"a_three"
"V16",0.997143789782928,0.999265545944181,0.998123061857353,0.992165823404603,0.996898971764322,"a_three"
"V17",1,1,0.990506329113924,1,0.988924050632911,"a_three"
"V18",0.995574661777722,0.995827538247566,0.992034391199899,0.997218358831711,0.983436591225186,"a_three"
"V20",1,1,0.997460232589226,0.99786124849619,0.993182729581607,"a_three"
"V22",0.999163646501255,0.999535359167364,0.9989777901682,0.998048508502927,0.997212155004182,"a_three"
"V23",0.999737704918033,0.998426229508197,0.998819672131148,0.998819672131148,0.995803278688525,"a_three"
"V01",0.998405103668262,0.998860788334473,0.999316473000683,0.998177261335156,0.993848257006152,"a_three_flat"
"V02",0.99883347914844,0.99854184893555,0.99970836978711,0.967629046369204,0.99825021872266,"a_three_flat"
"V03",0.996727748691099,0.99869109947644,0.978403141361257,0.995418848167539,0.995418848167539,"a_three_flat"
"V04",0.948284823284823,0.968555093555094,0.98466735966736,0.48518711018711,0.943087318087318,"a_three_flat"
"V05",0.984062875231962,0.992140596004803,0.999563366444711,0.9990175745006,0.971291343739766,"a_three_flat"
"V06",0.999843701156611,0.999062206939669,0.999843701156611,0.00234448265082838,0.998593310409503,"a_three_flat"
"V07",1,0.999874118831823,1,0.999496475327291,0.999874118831823,"a_three_flat"
"V08",0.999641577060932,0.999283154121864,1,0.99820788530466,0.999641577060932,"a_three_flat"
"V09",1,1,0.998504486540379,0.99950149551346,0.99950149551346,"a_three_flat"
"V10",1,1,0.998701298701299,0.996753246753247,0.996753246753247,"a_three_flat"
"V11",0.999013806706114,0.999408284023669,0.997830374753452,0.991518737672584,0.850887573964497,"a_three_flat"
"V12",1,0.99970802919708,0.996496350364964,0.491532846715328,0.998686131386861,"a_three_flat"
"V15",0.329658792650919,0.0423884514435696,0.981889763779528,0.999737532808399,0.97992125984252,"a_three_flat"
"V16",0.998139534883721,0.99953488372093,0.999767441860465,0.995116279069767,0.997209302325581,"a_three_flat"
"V17",1,1,1,1,0.985714285714286,"a_three_flat"
"V18",0.996315192743764,0.997732426303855,0.994897959183674,0.996315192743764,0.98327664399093,"a_three_flat"
"V20",1,1,0.998520272269902,0.997040544539805,0.99348919798757,"a_three_flat"
"V22",0.999284180386543,0.999821045096636,0.999105225483178,0.999105225483178,0.998210450966357,"a_three_flat"
"V23",1,0.99881908360888,0.999527633443552,0.999055266887104,0.997638167217761,"a_three_flat"
"V01",0.990800171159606,0.993260590500642,0.998716302952503,0.998609328198545,0.98448866067608,"a_four"
"V02",0.994745712302964,0.994547437295529,0.999900862496282,0.999801724992565,0.99196986219887,"a_four"
"V03",0.977173913043478,0.985054347826087,0.980978260869565,0.991847826086957,0.97554347826087,"a_four"
"V04",0.951526032315978,0.968043087971275,0.996229802513465,0.8245960502693,0.936624775583483,"a_four"
"V05",0.955827067669173,0.987092731829574,0.999185463659148,0.999874686716792,0.947368421052632,"a_four"
"V06",0.998763090624227,0.996701574997938,0.998845551249278,0.259998350787499,0.991836398119898,"a_four"
"V07",0.996513605442177,0.996768707482993,1,0.999829931972789,0.997789115646258,"a_four"
"V08",0.998459599495869,0.998459599495869,1,0.998599635905335,0.995098725668674,"a_four"
"V09",0.972127531582114,0.982153599358332,0.998596350511329,0.999197914577903,0.956887908562262,"a_four"
"V10",0.995866869697629,0.994561670654775,0.995431803350011,0.993909071133348,0.98477267783337,"a_four"
"V11",0.991437850605255,0.998523767345734,0.998966637142014,0.997490404487747,0.822999704753469,"a_four"
"V12",0.99934296977661,0.998831946269528,0.999196963060301,0.994743758212878,0.996860855599358,"a_four"
"V15",0,0.000524698298478375,0.996776853309347,0.99970017240087,0.0109437073682632,"a_four"
"V16",0.982291496654154,0.989554431206137,0.998367879875959,0.999755181981394,0.937163375224417,"a_four"
"V17",0.897151898734177,1,0.990506329113924,1,0.386075949367089,"a_four"
"V18",0.992034391199899,0.994563155898344,0.992034391199899,0.9977241117714,0.97913769123783,"a_four"
"V20",0.998529608341131,0.997326560620238,0.98943991444994,0.999197968186071,0.992915385643631,"a_four"
"V22",0.987919338351454,0.995446519840164,0.998699005668618,0.998048508502927,0.978719449865254,"a_four"
"V23",0.997639344262295,0.997245901639344,0.999344262295082,0.998819672131148,0.992918032786885,"a_four"
"V01",0.994531784005468,0.995898838004101,0.999544315333789,0.999088630667578,0.989974937343358,"a_four_flat"
"V02",0.99854184893555,0.99825021872266,1,1,0.995917177019539,"a_four_flat"
"V03",0.981675392670157,0.989528795811518,0.981675392670157,0.995418848167539,0.984947643979058,"a_four_flat"
"V04",0.937110187110187,0.962318087318087,0.996101871101871,0.953742203742204,0.933991683991684,"a_four_flat"
"V05",0.974020303460321,0.991922279227159,1,1,0.968016592075101,"a_four_flat"
"V06",0.999687402313223,0.99890590809628,0.999843701156611,0.421694279462332,0.994685839324789,"a_four_flat"
"V07",0.997482376636455,0.99773413897281,1,0.999874118831823,0.998489425981873,"a_four_flat"
"V08",0.998566308243728,0.99820788530466,0.999641577060932,0.99820788530466,0.998566308243728,"a_four_flat"
"V09",0.982053838484546,0.993519441674975,0.999002991026919,0.99950149551346,0.982053838484546,"a_four_flat"
"V10",0.998701298701299,0.998701298701299,1,0.996753246753247,0.987662337662338,"a_four_flat"
"V11",0.991518737672584,0.998422090729783,0.998027613412229,0.998816568047337,0.850098619329389,"a_four_flat"
"V12",0.999416058394161,0.999124087591241,0.999124087591241,0.998248175182482,0.997664233576642,"a_four_flat"
"V15",0,0.00026246719160105,0.995800524934383,0.999737532808399,0.00275590551181102,"a_four_flat"
"V16",0.977441860465116,0.988139534883721,0.99953488372093,0.99953488372093,0.956279069767442,"a_four_flat"
"V17",0.885714285714286,1,1,1,0.261904761904762,"a_four_flat"
"V18",0.992630385487528,0.996031746031746,0.994897959183674,0.996598639455782,0.98015873015873,"a_four_flat"
"V20",0.99970405445398,0.998224326723883,0.989050014797277,0.99970405445398,0.99348919798757,"a_four_flat"
"V22",0.989799570508232,0.996957766642806,0.998926270579814,0.999105225483178,0.983357193987115,"a_four_flat"
"V23",0.997874350495985,0.997638167217761,0.999527633443552,0.999527633443552,0.99456778460085,"a_four_flat"
